"Max_of_Tweets_in_DAY","avg_number_of_Hashtag","avg_URL","followers_count","friends_count","geo_enabled","verified","after_Midnight","morning","after_Noon","evening","source","Label"
"394","0.03007518796992481","0.03759398496240601","0","0","800","47","15","63","313","8","Twitter for iPhone","Unclassified"
